mtime,AJ,BW,CF,CM,CQ,CW,CZ,DO,DV,ER,EZ,FM,FO,GJ,HQ,IN,IR,IT,JL,JQ,JY,NP,NT,OQ,PT,PY,RW,SU,TX,TY
2021-11-02T08:00,21101,21253,23087,17768,20944,18958,17531,19577,21037,18969,21000,21778,21767,18323,20259,21337,18120,19170,20631,20368,17625,19015,17544,17872,19154,19150,22027,22004,20846,19326
2021-11-02T08:05,22186,18233,20522,20757,22221,21470,20712,20116,22456,20138,18603,19671,20190,19074,17723,18811,18174,18841,22841,22088,21835,22096,20932,21805,18918,18044,20406,18111,17961,18943
2021-11-02T08:10,18011,18714,18980,16588,21565,20093,19713,19818,20208,17914,19434,21926,17242,18643,20175,20883,17930,21227,18502,17899,19952,20440,15376,19847,20995,0,21023,20432,20859,19698
2021-11-02T08:15,19295,21009,22952,21003,17941,18584,18453,18349,21694,18802,19728,18673,0,17854,20165,24230,18474,18144,18675,20454,23433,18882,17902,20764,18971,18356,19686,20060,18357,18070
2021-11-02T08:20,16861,19959,18475,18576,21287,17504,21823,21599,19562,19554,20000,18602,21115,19136,16409,18542,17957,18361,19312,20265,19184,17580,19905,22013,19361,16991,19781,20548,19519,18681
2021-11-02T08:25,18701,19342,20535,16712,18640,18654,21271,19321,16439,17255,22982,19689,17847,21402,19800,16235,19981,20826,20495,21092,23816,19546,21518,19831,18262,20974,16567,19265,18641,18967
2021-11-02T08:30,18735,20302,19103,19241,20450,18303,20991,19980,21231,20230,18637,19749,18853,17320,22787,21878,17312,18589,19905,23546,16236,19684,19804,19271,17053,18348,20851,19851,19621,19187
2021-11-02T08:35,17924,16842,21414,18372,20657,20875,20299,18675,18318,19027,18278,18486,19793,19189,16941,18550,19044,17983,0,17347,18393,22188,19890,22667,19924,18139,21793,21543,17873,21842
2021-11-02T08:40,18038,18532,20487,17487,21289,21355,21373,17212,20483,22347,18408,20979,18963,18483,20105,16359,21239,17010,18716,21467,20108,17353,19931,20193,17432,18659,18798,17919,18814,20827
2021-11-02T08:45,20830,20328,18917,19543,19669,19074,18924,18296,17700,19077,19430,20807,20926,16848,17955,19161,19282,21345,19173,17924,17826,18935,19923,20102,19446,20854,17908,18078,19415,20037
2021-11-02T08:50,21278,17087,18392,18797,20254,19735,17945,20525,19409,18528,18876,18395,18310,15692,20862,18798,19401,19107,18699,18505,21402,18867,19452,19471,16796,19856,17175,19362,17147,19669
2021-11-02T08:55,18843,21348,19032,17771,19198,19984,19058,20827,19873,20903,20671,18998,0,21172,21581,18076,18382,20906,20245,18121,23614,22311,17012,18616,20837,20828,19384,20562,17589,18036
2021-11-02T09:00,18614,21784,17870,18656,19623,19039,20932,18604,21197,19849,18409,21696,20832,17765,20250,17546,22409,19033,21341,18962,20083,20941,20119,19592,17877,18753,20133,19145,17617,19697
2021-11-02T09:05,23624,17417,20484,19490,19515,19321,20302,18844,18976,20291,17896,21277,17311,18526,17100,19807,17473,20729,21413,18990,23355,18643,18949,22530,19430,18099,19921,18485,21124,19430
2021-11-02T09:10,19734,19443,18522,17163,15423,18961,20335,19485,19739,20933,18592,20055,19597,18217,18514,19940,21196,19215,19312,20284,22842,16381,18765,18761,18569,19900,19278,20962,21105,17148
2021-11-02T09:15,19404,19278,20973,21226,24338,22395,22474,17920,19633,21161,20960,17611,20146,20725,19110,21247,19911,15276,19982,19686,20993,20229,21590,18887,18938,17573,17442,19860,23232,18328
2021-11-02T09:20,20821,19782,18749,17018,17551,22727,21439,17192,19366,19257,20581,21943,15368,20326,19712,18295,19738,17827,18688,21030,20487,18886,20504,18324,18245,17221,19265,20162,22199,17956
2021-11-02T09:25,19298,18484,17572,21089,21347,19100,21522,20077,18513,22236,20321,18296,18486,18202,19038,20863,17300,17464,19218,18685,22235,16861,21682,18682,19474,19434,18766,20577,22267,16448
2021-11-02T09:30,21322,19645,21152,18380,18491,18813,19088,17091,20214,23045,20091,19462,18054,18431,19173,20828,20541,19820,20104,19903,19019,19839,21764,18149,20066,20518,19079,19678,22331,16976
2021-11-02T09:35,18769,18949,0,18081,22222,18419,20785,16123,20814,20025,18321,18032,19651,19517,21539,18576,18753,19524,18937,20636,16171,21047,21795,18333,18955,18534,16642,17646,19937,16828
2021-11-02T09:40,18369,19941,17176,19182,21630,23366,19683,18893,20229,18716,20615,19668,20431,18809,17407,18315,16784,19054,18224,19296,20279,20606,19471,19221,18229,17024,20106,18228,18244,19012
2021-11-02T09:45,19179,19951,20386,18016,18317,18953,22023,19201,20365,21049,19787,20555,20870,20160,23234,20792,16182,17899,19880,17250,18810,17771,21695,18566,20377,18730,20117,20955,21267,19189
2021-11-02T09:50,19547,17593,19840,17441,17513,17379,19307,21998,20455,18117,20728,19461,23152,18046,20449,18362,21515,19750,18647,18200,19859,16278,22627,19236,16615,16883,18372,17925,18389,20235
2021-11-02T09:55,17648,18946,21733,20583,17841,22155,20870,19927,22471,20175,21947,18161,20109,21381,17496,20285,19195,19296,19159,19953,16432,18032,20868,20389,16552,20828,19712,19338,18567,17350
2021-11-02T10:00,19609,21899,22287,21325,18995,17590,20489,20154,20494,20766,18438,20893,17736,21897,20466,17844,17695,18565,20733,16123,19407,19107,22607,17471,19660,17347,17114,17311,16433,21147
2021-11-02T10:05,19697,19121,18238,20160,20900,20584,19719,20280,20043,17779,21419,20136,21181,23274,20809,19195,20027,21228,17564,17977,20762,21016,17732,18251,19719,20832,20521,20513,19429,22005
2021-11-02T10:10,20208,23392,16587,19299,22337,22158,16773,21514,18910,21851,17519,20069,17511,18401,18212,21514,20812,17158,19843,19478,17305,17744,18448,20428,21034,18751,18852,17721,15503,18996
2021-11-02T10:15,19338,18788,19163,17842,21791,19213,20199,17738,21434,19652,18613,21016,19688,16845,20210,16918,20384,0,19261,17328,0,20532,18779,20011,17339,22295,20562,20163,18931,19743
2021-11-02T10:20,19032,19901,20368,18041,22273,20350,20047,21329,19653,20590,21000,18713,22875,20205,20785,16438,19272,18904,19094,18864,16799,19119,21812,18877,17638,22206,21807,19040,21874,20405
2021-11-02T10:25,18146,18945,17997,20054,17949,21700,20376,19894,20647,21569,19221,18009,17062,19743,21247,20173,16957,18288,16294,17432,22073,19520,19543,16739,19466,17889,20059,22353,16933,21315
2021-11-02T10:30,18341,18224,22071,19171,17249,20421,21175,22742,19518,18949,21398,18663,22566,18823,20580,18032,22443,18362,20655,20568,20649,17576,17828,20731,21352,18659,19335,24185,18263,17023
2021-11-02T10:35,20221,21632,20807,18897,19079,18431,19538,21517,20667,20912,20412,20796,18401,21839,19567,18131,19806,21542,19958,19621,19792,16127,18926,17769,19029,20096,18126,19995,19630,18400
2021-11-02T10:40,18887,23313,19899,20770,19444,20608,18037,21569,21788,18254,18929,20580,18921,17672,18442,19314,21937,19000,21664,18633,20279,21971,17550,15914,20431,18747,18076,17882,16878,18275
2021-11-02T10:45,21061,21242,17530,20671,19063,19900,22985,19543,17092,20531,16873,21134,21057,20577,20288,21519,19599,17904,19541,0,19992,22217,19694,17147,22558,20690,21339,17853,22463,19446
2021-11-02T10:50,19421,18748,16627,21451,20242,18807,19351,22383,19044,23272,17892,14486,17204,20977,17670,18233,19978,21183,22764,19060,19217,17992,18247,18803,19244,22293,20906,17497,21533,18694
2021-11-02T10:55,17912,22846,21261,16528,17871,14925,19790,19274,19299,20247,19993,19403,19661,20022,19000,19377,16312,19408,21106,18266,22484,21482,21397,16682,22473,17486,20296,20012,22089,18935
2021-11-02T11:00,18195,23404,18185,17779,17953,19963,16237,18797,18278,21444,17553,22117,20062,18788,18395,19831,19778,19025,17451,17422,19015,18590,19944,18565,20113,16577,20300,22338,19460,21611
2021-11-02T11:05,20848,20197,16869,16850,19033,18444,19018,23912,18933,18595,21831,21247,20974,19337,18535,19674,15854,19677,17654,19791,19439,20161,17871,20505,19014,18668,19453,18267,18119,17318
2021-11-02T11:10,22483,15950,20554,15483,19301,21414,19175,20234,19823,21088,20086,19867,20202,16873,23663,20613,19254,16395,17737,20558,21749,15960,19057,18618,17774,20260,21409,16527,0,17852
2021-11-02T11:15,21507,20640,17286,19679,20314,18185,19889,19459,20416,20283,18314,17031,21182,19947,20613,21354,15754,19628,21307,17754,17484,19466,20680,19976,18969,18866,20754,21780,21868,19364
2021-11-02T11:20,22313,21475,19725,19942,17829,19278,19938,18016,22623,21731,17560,20128,22176,21978,17201,18373,18985,20097,20450,20731,21669,0,19626,19554,22923,18078,20213,18432,16742,19107
2021-11-02T11:25,15937,22281,20597,15883,20173,21590,21396,16972,20636,16290,18920,22527,19229,21015,23081,20692,22921,21922,18845,19799,18193,16606,18815,21976,21175,20192,18637,19849,20014,20450
2021-11-02T11:30,22182,16195,20433,21225,18067,18782,18646,20526,18791,19925,21003,19400,19978,20717,19992,20145,18575,20262,18238,18660,18716,21979,16944,22225,18993,19773,17883,22741,21852,20318
2021-11-02T11:35,19009,20646,22857,21252,18310,21708,20975,19898,19585,16096,19166,19002,19954,16252,21152,19664,16725,18922,19248,19394,22215,21006,22206,22218,19290,20143,21376,21257,18304,17270
2021-11-02T11:40,18250,19007,18588,19689,16344,18387,18739,15952,20503,19949,21505,19402,21701,18590,21108,18526,19429,20233,18055,17836,17508,20066,18820,20019,19153,18491,21513,20055,20127,18318
2021-11-02T11:45,18542,22780,18614,22543,18415,19737,21117,19590,21784,17968,20480,19611,21813,18213,18548,20492,20209,23441,19892,17782,19352,21751,23547,19737,20126,18371,18317,18135,20796,20700
2021-11-02T11:50,18848,19705,17171,20650,19469,18935,21698,20111,20814,17821,20206,18768,18079,19420,19134,17273,20155,22266,19777,16182,18948,17973,19473,20382,21233,18044,20624,17470,19832,17003
2021-11-02T11:55,18648,20175,18688,17314,17936,20303,19976,19242,18501,16751,21408,20538,0,18398,18553,19973,17712,22249,19708,19939,19909,20253,19355,18085,19414,17319,22778,20413,20306,18223
2021-11-02T12:00,17565,20580,20572,20284,16787,18375,18382,16952,21159,18520,18751,20587,16164,18404,18823,20101,21873,21364,18892,16086,20068,20385,19179,18373,19498,18720,23181,19582,19643,21042
2021-11-02T12:05,19483,18999,16900,19584,15734,19489,17756,18823,21400,18952,19092,17819,0,18719,18738,18814,18881,19927,22284,20039,19316,19097,17881,20441,21991,17229,18930,20140,20556,20265
2021-11-02T12:10,17616,18925,20003,19250,20164,19719,20585,19721,19523,19610,18967,22268,21221,20302,17317,19872,20755,22908,17646,20692,18412,22550,16937,22481,20625,17933,19258,19975,17211,16314
2021-11-02T12:15,20020,17040,17385,16994,20480,17564,19598,20568,19004,19759,20092,19006,21383,18333,18811,18280,18173,20507,21342,21726,20976,21384,23393,16214,23840,17992,21754,19503,19391,19733
2021-11-02T12:20,17865,21280,16043,18629,19115,18551,20470,22314,18342,20143,19868,19181,17947,20999,20044,20269,19629,18392,20033,19657,19016,19230,19347,18969,18166,21091,18467,17601,20436,16922
2021-11-02T12:25,21312,22641,18753,20341,16397,18481,21088,19646,19851,18945,20385,20563,20163,21130,20366,21066,21082,21633,20502,21426,19259,18876,19147,19025,16694,21345,20118,21418,18596,19264
2021-11-02T12:30,18622,17365,19303,22822,18988,17881,21912,21139,18914,18464,19752,20126,22259,18696,18495,18552,17923,19933,17085,19877,17456,18811,16742,20358,19070,20200,18177,21721,17539,23100
2021-11-02T12:35,17651,19314,19118,17818,20326,17591,19708,21455,17061,21540,16811,19893,19314,21479,18776,22309,16928,16956,19959,19971,16449,18255,18172,20521,17614,20390,18266,23743,19395,21164
2021-11-02T12:40,19247,20421,21856,19678,21629,17395,21727,19664,17632,20738,18830,20177,21028,18984,21393,20747,18506,21377,18719,17376,22350,17454,15681,17175,20245,20993,21270,23922,17993,18392
2021-11-02T12:45,20481,20562,20353,20075,18539,20672,19773,19534,21387,21658,18620,19790,20234,19121,17348,18810,18597,20204,19970,19527,15162,22054,21385,16862,19550,19343,19537,0,20079,17083
2021-11-02T12:50,20489,19028,18160,21243,18676,20426,17263,18485,19599,17375,16027,21922,19967,16757,20875,20536,20524,17936,18476,18854,18079,16577,17102,20707,17808,18722,15020,20648,21088,19235
2021-11-02T12:55,20210,17955,21730,21778,21134,22322,21272,17902,22263,21680,20425,18328,22611,18768,20249,21705,18460,19937,22313,17891,18803,18664,19542,19077,17500,16674,19762,21289,19305,19644
2021-11-02T13:00,0,19911,19502,21195,18569,18736,18550,21000,19840,17777,20267,19926,17765,20180,22132,22431,20851,19003,20806,16591,19611,19597,19114,22223,17053,19702,22213,17338,19481,19824
2021-11-02T13:05,20257,18675,19047,19890,16368,19331,19341,14378,19121,20017,17534,20360,20089,20178,0,18105,19263,19855,21217,20843,18734,19457,18879,19177,15941,18012,19042,18840,19335,20927
2021-11-02T13:10,21067,19786,19506,19268,18306,20052,17626,16801,20269,18627,18813,16874,18273,21235,20469,19351,21347,19854,17490,18737,21208,20017,19086,17023,17426,22478,18974,15609,18314,20312
2021-11-02T13:15,19204,21916,20777,20652,20848,22180,17718,20409,19766,18382,18452,22652,20808,18633,20221,18386,20429,18335,20652,19625,18698,18851,22020,19394,18607,16922,20827,20853,18615,21753
2021-11-02T13:20,17108,19439,20507,19262,18177,20474,18429,15940,19998,21534,18946,21684,20026,18561,19809,18024,18596,19845,20585,19610,18407,18990,18554,21163,18549,20884,19441,18762,20177,19874
2021-11-02T13:25,18576,22040,18152,19883,20200,16902,19708,18900,19768,17036,21349,17549,19815,18595,22261,20743,17567,17114,23622,18731,17711,18276,18894,20742,19849,20148,22244,20518,19457,19611
2021-11-02T13:30,20638,20528,18499,20982,16619,17801,19559,19835,20648,17998,17288,18170,20879,18718,18843,20085,19935,17110,16572,19337,22916,19195,20599,0,16435,17285,20377,17348,17895,21278
2021-11-02T13:35,17589,19826,19245,17763,19096,17722,18449,19192,0,18466,20028,20819,19030,20768,20539,19790,18300,19644,17658,18125,21227,18397,16578,17801,17759,16657,19521,16627,16313,19127
2021-11-02T13:40,19172,21565,18961,19412,19696,19634,19651,22653,18041,22429,19209,19135,19458,22508,20027,15944,19960,19366,17207,19846,17443,16450,17878,18173,19285,22177,18722,21101,21573,16598
2021-11-02T13:45,19185,19382,20103,21244,18807,17599,18699,17073,19298,19015,20588,20434,21196,19024,19388,19634,20950,18813,17410,18400,19764,18539,18502,22659,17604,0,18493,18668,17536,18894
2021-11-02T13:50,20288,19450,21269,24594,19301,18416,18433,19120,22472,18791,21422,18111,20605,20297,19436,20643,20248,18610,19535,19730,19657,20518,16763,24164,18409,18682,18550,19127,18524,18685
2021-11-02T13:55,22298,17678,23018,19047,21468,17951,19381,22834,16955,19154,19277,19222,19195,17850,18328,20146,21583,20713,18979,22774,18081,20571,18892,16766,20910,16494,21460,19096,24396,21502
2021-11-02T14:00,22071,20155,19363,17443,20193,19475,20862,18716,20912,22689,19915,21087,18758,18335,21629,19123,22885,18604,18052,18540,19775,22368,19690,16752,20634,17728,19354,17646,21108,21811
2021-11-02T14:05,18094,22000,16664,21837,16768,20029,18928,22860,19317,20252,19783,20799,18839,19761,17824,20289,21802,16516,19187,20011,21172,17540,20047,21752,20023,19986,21317,20844,17178,18619
2021-11-02T14:10,21499,18833,18240,17169,20442,16745,19206,17628,18393,17211,18045,20508,19110,20961,19813,18767,21427,21367,20781,18400,21861,19628,21445,17786,20893,19395,24072,19431,18350,18499
2021-11-02T14:15,17834,17330,18608,19429,17804,17440,21002,21638,20674,20699,16787,19697,20467,19643,22026,18434,21093,19761,19896,17705,19451,16316,20473,21783,18548,20091,18725,18562,18727,19187
2021-11-02T14:20,18294,18257,19431,17902,17576,17998,20414,17980,22682,19417,20372,21182,18095,21022,21876,18479,20194,21652,17989,21097,18129,23469,18953,18594,19749,19023,19070,21475,17954,18965
2021-11-02T14:25,17612,19050,18077,22273,19605,21501,18420,16055,17230,17219,24707,19738,17153,21802,16875,20191,18655,20519,20198,18030,18451,19659,20831,18050,19326,21129,17599,21491,21000,17839
2021-11-02T14:30,19549,17508,18824,21960,19083,22902,18417,21572,19599,20615,18395,15335,17888,17931,20757,17766,20429,18589,16453,20722,17347,17105,21627,17152,19180,19128,21398,19306,17479,18796
2021-11-02T14:35,18267,21898,17368,21267,18062,18698,21313,21688,23034,17154,21279,18830,17866,18760,18075,18749,18837,20089,19063,17199,18377,19141,20481,16802,19968,21124,19252,19159,18596,18744
2021-11-02T14:40,19589,18105,18750,18709,18503,18115,16267,21746,21576,19048,16244,21629,18380,19878,21200,21511,17753,19025,19508,19535,20283,16715,19900,20173,16657,17817,20397,17399,20386,20326
2021-11-02T14:45,20110,19806,20010,18143,17944,21169,19027,19914,17506,22651,21919,21532,20859,21141,19245,19886,18534,17982,20580,15611,20546,18423,18818,0,21100,18653,17949,20487,19072,22278
2021-11-02T14:50,18342,18290,17236,18416,19332,19995,19560,19089,20228,22344,18876,15677,19560,19214,21511,18219,20886,20551,16943,18323,19639,18742,19123,19643,15968,18536,17406,17660,20714,16815
2021-11-02T14:55,19386,17178,14143,18852,18649,19060,20973,17477,20059,17861,20008,20286,18934,18896,17857,20626,17910,19628,18916,17154,19388,19838,19091,16487,19519,19381,20426,18905,17961,18166
2021-11-02T15:00,18320,19677,16999,18587,17451,18886,17094,19646,18433,22240,17738,20347,20769,21380,19335,17260,0,19655,19233,19755,21777,18999,16742,18085,19287,19889,16652,19778,20186,17855
2021-11-02T15:05,19377,17429,16638,17942,17993,20749,20465,20531,18028,21413,20330,21400,21824,18691,21483,19133,19161,21966,23199,19779,18811,18457,20534,19977,18335,21052,20783,17889,19691,19587
2021-11-02T15:10,18632,20105,19345,21823,19852,18135,22012,18982,18267,19148,18869,16497,0,21510,20206,18506,15590,16250,19715,22083,20534,20665,20928,15835,18759,23358,19260,19528,17803,17640
2021-11-02T15:15,17296,19621,19166,18514,21775,18606,20992,18269,17456,19498,19358,19708,21693,18317,19958,18108,20523,22836,19953,19720,20962,0,20536,18057,19090,19326,20476,18636,18418,18237
2021-11-02T15:20,23289,16301,22604,17161,19611,16467,18372,20326,21061,22911,19662,19308,19722,20304,20735,19682,19031,21224,20229,22235,18478,18056,17311,19872,20848,18255,20543,19183,19042,21304
2021-11-02T15:25,20668,19241,17966,16849,20300,17720,18489,22192,20089,17413,18192,17896,20913,21631,19708,18248,16987,19937,19275,21781,17930,17196,19518,17743,19454,20835,20008,21738,19916,19069
2021-11-02T15:30,18071,17676,20377,19101,18780,19479,18381,19597,18253,20478,20018,18416,18784,20093,18086,18766,0,16828,19455,20595,17328,21017,18228,20560,18320,20516,21830,18885,18667,18687
2021-11-02T15:35,18019,21870,20009,21613,19828,20434,17389,23846,21070,18089,18081,20591,18373,19281,20990,20747,20299,20760,19319,20694,19530,18489,20362,19282,17567,19692,15865,15625,21411,21120
